transaction_amount,avg_amount_30d,amount_to_avg_ratio,account_age_days,previous_chargebacks,tx_last_1h,tx_last_24h,transaction_hour,is_night_transaction,is_international,is_high_risk_merchant,merchant_category,country,device_type,TX_FRAUD
21.25,43.51,0.4884,450,0,1,8,19,0,0,0,food_delivery,US,tablet,0
126.07,102.34,1.2319,740,1,1,6,7,0,1,0,restaurant,UK,desktop,0
43.87,43.96,0.998,441,1,1,8,3,1,0,0,travel,US,desktop,0
25.61,44.77,0.572,11,0,1,4,15,0,1,0,digital,AU,mobile,0
91.48,142.88,0.6402,1140,0,1,5,15,0,1,0,grocery,AU,mobile,0
48.42,52.32,0.9255,1430,0,1,9,19,0,0,0,electronics,US,mobile,0
85.4,56.69,1.5063,86,0,1,7,19,0,0,0,grocery,US,mobile,0
49.67,107.94,0.4601,83,0,3,6,18,0,0,0,travel,US,tablet,0
79.1,55.21,1.4327,48,0,1,3,8,0,0,0,grocery,US,mobile,0
38.99,37.94,1.0279,161,1,1,8,8,0,0,0,financial,US,mobile,0
22.33,60.8,0.3672,237,1,3,5,15,0,1,0,grocery,FR,mobile,0
18.62,82.72,0.2251,1348,0,1,4,7,0,1,1,financial,IN,pos,0
27.06,51.7,0.5234,1241,0,3,4,19,0,1,1,food_delivery,IN,mobile,0
41.81,67.93,0.6154,199,0,0,3,23,1,1,0,fashion,FR,tablet,0
167.53,56.32,2.9746,283,0,2,3,5,1,1,0,food_delivery,DE,tablet,0
53.89,37.83,1.4248,226,0,1,8,5,1,0,0,food_delivery,US,mobile,0
44.17,21.65,2.0403,1040,0,0,4,22,1,1,0,financial,FR,desktop,0
27.83,101.17,0.2751,1143,0,3,9,20,0,1,0,restaurant,UK,desktop,0
10.88,71.72,0.1517,12,0,0,4,7,0,0,0,fashion,US,mobile,0
175.67,63.69,2.7583,172,0,1,5,7,0,0,0,grocery,US,pos,0
30.08,50.6,0.5944,507,1,2,5,7,0,1,1,electronics,FR,desktop,0
48.94,78.2,0.6259,218,0,2,3,7,0,0,0,grocery,US,desktop,0
54.12,49.33,1.0971,523,0,0,6,11,0,0,0,fashion,US,desktop,0
46.56,85.27,0.546,19,0,3,6,21,0,1,0,fashion,IN,mobile,0
772.84,58.43,13.2268,606,0,2,6,10,0,1,0,fuel,CA,desktop,0
51.82,40.35,1.2842,67,1,1,9,8,0,1,0,fashion,DE,tablet,0
40.0,164.26,0.2435,461,0,1,9,9,0,1,0,food_delivery,BR,desktop,0
117.55,101.83,1.1544,34,0,0,6,18,0,0,0,food_delivery,US,mobile,0
59.72,136.68,0.437,813,0,0,8,15,0,1,0,fuel,BR,desktop,0
19.28,116.2,0.1659,222,0,1,6,18,0,1,0,fashion,IN,desktop,0
99.11,49.78,1.9908,166,0,1,5,12,0,1,0,financial,AE,mobile,0
37.58,61.36,0.6125,690,0,2,4,8,0,1,0,grocery,IN,mobile,0
55.46,106.34,0.5215,170,2,0,7,16,0,1,0,grocery,UK,mobile,0
170.33,62.32,2.7332,395,0,1,4,17,0,1,0,grocery,CA,pos,0
143.98,40.24,3.5782,569,0,1,3,21,0,1,1,electronics,SG,desktop,0
27.8,67.98,0.409,182,0,1,9,8,0,0,0,restaurant,US,mobile,0
90.71,165.27,0.5489,340,0,1,5,14,0,0,0,food_delivery,US,mobile,0
56.11,77.1,0.7278,87,0,0,12,12,0,1,0,travel,UK,mobile,0
29.43,28.45,1.0345,94,1,0,4,18,0,0,0,restaurant,US,tablet,0
22.36,47.97,0.4661,373,0,0,10,17,0,0,0,financial,US,mobile,0
27.22,138.57,0.1964,173,0,0,8,15,0,0,0,food_delivery,US,mobile,0
173.77,60.9,2.8534,463,0,2,3,15,0,1,0,restaurant,IN,desktop,0
3.28,28.36,0.1155,202,0,3,9,17,0,1,0,restaurant,UK,tablet,0
23.77,77.24,0.3077,306,0,0,4,16,0,0,0,restaurant,US,mobile,0
138.29,53.6,2.5802,294,0,0,7,6,0,1,0,grocery,IN,mobile,0
19.25,120.26,0.1601,453,0,1,5,12,0,0,0,grocery,US,mobile,0
79.85,63.27,1.2619,155,0,0,3,14,0,1,0,financial,AE,mobile,0
39.52,182.51,0.2165,21,0,3,5,6,0,0,0,fuel,US,mobile,0
25.9,50.25,0.5155,71,0,2,7,15,0,1,0,restaurant,AU,desktop,0
16.03,119.06,0.1347,6,0,0,7,7,0,1,0,travel,AE,mobile,0
37.86,68.1,0.5558,371,0,2,5,8,0,1,0,fashion,IN,desktop,0
60.87,52.8,1.1529,199,0,0,6,23,1,1,0,financial,DE,tablet,0
33.47,59.31,0.5643,146,0,1,6,10,0,0,0,food_delivery,US,desktop,0
90.3,38.48,2.3465,99,0,2,6,20,0,0,0,fuel,US,tablet,0
234.11,116.41,2.0111,17,0,1,5,20,0,0,0,restaurant,US,mobile,0
269.35,47.73,5.6432,594,1,4,1,18,0,1,0,casino,UK,mobile,1
40.57,145.53,0.2788,313,1,1,3,13,0,1,0,travel,SG,mobile,0
24.94,96.4,0.2587,241,0,2,6,20,0,0,0,financial,US,desktop,0
46.12,60.25,0.7655,397,1,0,6,20,0,1,0,grocery,IN,desktop,0
84.61,74.7,1.1328,396,0,0,2,8,0,1,0,digital,DE,mobile,0
51.78,91.47,0.5661,65,0,0,5,9,0,1,0,electronics,IN,desktop,0
103.45,99.6,1.0387,183,0,0,6,13,0,1,0,grocery,IN,mobile,0
73.33,180.9,0.4054,135,0,0,7,21,0,1,0,fashion,IN,pos,0
39.34,160.97,0.2444,356,0,0,6,9,0,1,0,travel,UK,mobile,0
19.81,25.61,0.7738,318,0,2,7,12,0,0,0,grocery,US,mobile,0
664.04,129.6,5.1239,375,0,1,8,11,0,1,0,fuel,IN,mobile,0
75.73,82.85,0.9141,451,1,2,5,17,0,1,0,digital,IN,mobile,0
108.03,39.3,2.7486,317,0,0,5,16,0,0,0,restaurant,US,mobile,0
6.64,43.85,0.1515,445,0,0,4,18,0,1,0,fuel,IN,mobile,0
45.39,109.44,0.4147,105,0,1,1,8,0,1,0,fuel,IN,mobile,0
10.06,78.93,0.1274,263,0,2,7,15,0,1,0,restaurant,UK,mobile,0
35.54,63.84,0.5567,933,1,2,5,8,0,1,0,financial,IN,mobile,0
25.73,152.98,0.1682,77,0,0,3,13,0,1,0,food_delivery,IN,tablet,0
19.74,62.12,0.3178,566,2,0,6,21,0,1,0,grocery,FR,desktop,0
140.94,131.91,1.0684,10,0,1,5,15,0,0,1,casino,US,desktop,0
132.01,10.06,13.121,415,1,0,7,11,0,1,0,digital,IN,mobile,0
26.74,190.13,0.1407,698,0,1,4,17,0,1,0,restaurant,IN,tablet,0
293.94,127.52,2.305,305,0,3,10,14,0,1,0,digital,IN,tablet,0
14.06,53.68,0.2619,556,0,2,7,18,0,1,0,grocery,BR,pos,0
225.79,52.65,4.2888,387,0,1,5,19,0,1,0,casino,DE,desktop,0
119.78,55.99,2.1391,544,0,1,6,18,0,0,1,electronics,US,desktop,0
79.6,127.86,0.6226,271,0,1,6,14,0,1,1,electronics,IN,desktop,0
79.93,86.22,0.927,493,0,3,1,9,0,0,0,grocery,US,desktop,0
619.86,41.35,14.9921,18,1,1,5,18,0,1,0,financial,DE,mobile,1
23.75,63.76,0.3725,247,0,0,8,0,1,1,0,grocery,AE,mobile,0
109.54,104.77,1.0455,140,0,0,6,20,0,1,0,restaurant,UK,mobile,0
10.32,110.26,0.0936,222,1,1,5,20,0,0,0,grocery,US,desktop,0
235.06,144.05,1.6318,227,0,2,2,12,0,0,0,food_delivery,US,mobile,0
27.79,53.5,0.5196,438,0,3,3,11,0,0,0,grocery,US,tablet,0
1076.94,53.61,20.0887,517,0,0,2,8,0,1,0,financial,IN,desktop,0
104.45,135.14,0.7729,81,0,4,6,20,0,1,1,electronics,CA,desktop,0
66.66,58.49,1.1396,21,0,1,8,1,1,1,0,grocery,IN,desktop,0
120.83,114.24,1.0577,230,0,3,5,12,0,1,0,grocery,AE,tablet,0
222.86,59.35,3.7551,1477,0,3,7,15,0,0,0,grocery,US,pos,0
75.51,41.03,1.8402,400,1,3,7,12,0,0,0,electronics,US,tablet,0
171.11,52.85,3.2375,1199,1,0,7,20,0,1,0,food_delivery,UK,tablet,0
43.13,58.45,0.7379,403,1,1,6,7,0,0,0,restaurant,US,tablet,0
42.47,31.68,1.3406,449,0,0,5,10,0,0,0,digital,US,mobile,0
21.51,88.16,0.244,723,0,2,3,19,0,0,0,grocery,US,mobile,0
28.8,96.03,0.2999,923,0,1,5,8,0,1,0,food_delivery,IN,desktop,0
116.16,46.7,2.4872,844,1,0,2,10,0,0,0,financial,US,mobile,0
35.84,167.36,0.2142,519,0,2,5,20,0,1,0,food_delivery,AE,mobile,0
160.79,94.35,1.7042,108,0,2,10,8,0,1,0,travel,BR,mobile,0
191.51,85.74,2.2336,68,0,3,7,0,1,1,1,digital,DE,mobile,0
19.05,95.53,0.1994,204,0,2,10,8,0,0,0,grocery,US,desktop,0
162.71,53.03,3.0682,610,0,0,7,16,0,0,0,restaurant,US,mobile,0
130.76,41.4,3.1585,315,1,2,3,5,1,1,0,grocery,DE,tablet,0
104.3,26.18,3.9845,319,1,0,4,21,0,0,0,fuel,US,mobile,0
143.0,170.96,0.8364,92,0,0,7,10,0,1,0,food_delivery,IN,mobile,0
63.66,40.91,1.5562,376,0,0,5,15,0,0,1,electronics,US,pos,0
71.19,64.78,1.0989,882,1,1,6,16,0,1,0,digital,IN,tablet,0
267.19,84.77,3.1518,391,0,1,2,16,0,1,0,grocery,IN,mobile,0
47.72,77.43,0.6163,230,0,2,4,21,0,1,0,food_delivery,IN,tablet,0
18.98,109.9,0.1727,282,0,2,8,20,0,1,0,grocery,DE,tablet,0
372.73,89.22,4.1777,56,0,1,6,17,0,0,0,restaurant,US,mobile,0
89.54,65.37,1.3697,622,0,0,7,5,1,0,0,travel,US,tablet,0
232.6,50.74,4.5841,589,1,1,3,6,0,1,0,casino,IN,mobile,0
93.23,124.28,0.7502,579,0,4,8,18,0,1,0,electronics,DE,mobile,0
74.08,41.79,1.7727,439,0,0,7,16,0,0,0,grocery,US,mobile,0
117.73,181.62,0.6482,200,1,2,7,21,0,1,0,electronics,CA,mobile,0
749.41,77.55,9.6637,297,0,1,6,6,0,0,0,grocery,US,mobile,0
24.84,41.26,0.6021,856,0,3,10,18,0,0,0,financial,US,desktop,0
15.96,47.6,0.3352,511,0,2,7,13,0,1,0,travel,UK,mobile,0
55.69,125.52,0.4436,755,0,1,9,8,0,0,0,grocery,US,desktop,0
236.26,42.55,5.5522,348,0,2,6,12,0,1,0,grocery,IN,desktop,0
30.48,81.37,0.3745,480,0,0,6,3,1,0,0,grocery,US,desktop,0
24.07,55.15,0.4364,141,0,3,4,6,0,1,0,casino,IN,desktop,0
22.48,74.0,0.3038,266,1,3,3,17,0,0,1,fuel,US,desktop,0
249.8,145.84,1.7129,167,0,0,5,14,0,0,0,food_delivery,US,mobile,0
134.97,57.95,2.329,25,0,2,7,17,0,0,0,electronics,US,desktop,0
37.9,132.54,0.2859,774,0,0,5,17,0,1,0,fashion,FR,mobile,0
130.67,61.31,2.1313,537,0,1,5,22,1,1,0,grocery,FR,desktop,0
41.89,50.14,0.8356,460,0,0,6,0,1,0,0,financial,US,desktop,0
19.45,95.54,0.2036,538,0,0,6,10,0,1,0,restaurant,AE,pos,0
280.47,72.8,3.8528,226,0,0,6,17,0,0,0,fashion,US,mobile,0
28.21,139.32,0.2025,58,0,1,13,18,0,1,0,travel,AU,mobile,0
13.15,47.54,0.2765,133,0,1,2,5,1,1,0,electronics,AE,tablet,0
34.01,39.26,0.8664,77,0,0,6,11,0,1,0,financial,IN,mobile,0
100.1,123.07,0.8133,767,0,0,4,15,0,0,0,grocery,US,desktop,0
179.78,34.67,5.1857,933,0,2,4,14,0,1,0,fuel,CA,pos,0
86.45,126.62,0.6828,104,0,1,5,21,0,1,0,restaurant,IN,desktop,0
168.18,34.87,4.8227,39,1,2,6,23,1,0,1,fuel,US,mobile,1
126.62,109.09,1.1607,277,0,0,2,15,0,1,0,grocery,CA,mobile,0
58.67,79.73,0.7359,24,0,1,8,8,0,1,1,grocery,IN,mobile,0
17.42,30.19,0.577,376,0,1,9,14,0,1,0,restaurant,IN,desktop,0
77.33,21.2,3.6468,336,0,0,5,21,0,1,0,restaurant,IN,tablet,0
50.21,74.7,0.6722,355,0,0,3,14,0,1,0,fuel,CA,mobile,0
180.21,117.84,1.5292,272,0,1,9,11,0,1,0,electronics,IN,mobile,0
22.9,135.78,0.1686,377,0,2,5,9,0,1,1,electronics,CA,tablet,0
155.08,34.24,4.5287,490,1,2,3,6,0,0,0,restaurant,US,tablet,0
11.35,104.2,0.1089,358,0,1,2,14,0,1,0,restaurant,UK,tablet,0
301.26,68.97,4.3683,588,0,0,5,18,0,1,1,restaurant,IN,desktop,0
87.1,158.98,0.5479,49,0,2,5,0,1,0,0,fashion,US,mobile,0
33.91,50.97,0.6652,40,0,1,3,1,1,0,0,restaurant,US,mobile,0
89.17,81.81,1.09,71,0,0,6,11,0,0,0,grocery,US,desktop,0
225.17,28.95,7.7784,25,0,2,5,9,0,0,0,restaurant,US,mobile,0
148.78,99.94,1.4886,498,0,1,3,23,1,1,0,fuel,DE,mobile,0
52.64,36.35,1.4483,243,1,1,10,11,0,0,0,restaurant,US,mobile,0
247.42,93.06,2.6585,321,0,1,5,14,0,1,0,fashion,DE,mobile,0
123.63,75.18,1.6445,1199,0,0,7,21,0,1,0,fashion,AU,desktop,0
111.52,51.65,2.1594,682,0,1,5,18,0,1,1,travel,DE,desktop,0
33.49,49.74,0.6733,125,0,2,9,18,0,1,0,electronics,BR,mobile,0
72.34,69.4,1.0423,306,0,2,7,13,0,1,1,electronics,IN,tablet,0
394.22,89.66,4.3966,261,1,1,7,11,0,1,0,restaurant,SG,desktop,0
35.3,80.82,0.4368,258,0,1,5,21,0,1,0,food_delivery,FR,desktop,0
31.83,113.41,0.2806,280,0,0,5,12,0,0,0,fashion,US,desktop,0
25.11,60.55,0.4148,456,0,0,6,7,0,1,1,fuel,DE,mobile,0
105.44,74.05,1.4239,273,0,0,3,7,0,1,0,electronics,DE,tablet,0
48.54,152.92,0.3174,937,0,1,6,23,1,1,0,restaurant,FR,desktop,0
11.48,103.73,0.1107,198,0,1,6,19,0,0,0,fuel,US,mobile,0
118.43,33.48,3.5369,144,1,0,3,15,0,1,0,food_delivery,IN,mobile,0
73.79,47.72,1.5463,441,1,0,8,17,0,1,1,financial,CA,pos,0
207.47,61.39,3.3797,679,0,0,8,8,0,1,1,financial,AE,tablet,0
46.7,45.23,1.0325,125,1,4,7,18,0,0,0,fuel,US,desktop,0
49.55,97.8,0.5066,166,0,1,6,20,0,1,0,fashion,IN,desktop,0
221.16,40.77,5.4241,432,0,2,2,0,1,0,0,food_delivery,US,desktop,0
167.83,33.9,4.9512,12,0,4,13,7,0,1,0,restaurant,DE,mobile,0
131.5,62.71,2.0968,1364,0,1,3,23,1,0,0,digital,US,tablet,0
100.09,37.5,2.6688,102,0,3,4,22,1,1,0,fuel,SG,desktop,0
182.39,47.33,3.8536,88,0,0,5,19,0,1,0,grocery,IN,mobile,0
476.17,92.68,5.1377,647,0,3,7,2,1,0,0,grocery,US,mobile,0
18.01,46.02,0.3914,603,0,2,4,19,0,0,0,digital,US,desktop,0
135.31,81.76,1.6548,126,0,3,7,7,0,1,0,grocery,IN,pos,0
126.07,48.37,2.6062,1091,0,0,5,18,0,1,0,restaurant,UK,desktop,0
275.65,55.42,4.9739,568,0,0,5,3,1,1,0,restaurant,DE,mobile,0
375.07,98.47,3.8089,58,0,0,6,7,0,1,0,grocery,IN,desktop,0
27.36,75.31,0.3633,280,0,2,5,19,0,1,0,restaurant,IN,desktop,0
31.66,127.2,0.2489,945,0,0,7,15,0,0,0,food_delivery,US,desktop,0
43.7,46.58,0.9381,4,1,1,4,9,0,0,0,grocery,US,tablet,0
130.78,69.59,1.8793,65,0,1,4,12,0,0,0,digital,US,desktop,0
65.53,33.08,1.9811,505,0,3,8,16,0,0,0,digital,US,desktop,0
88.23,58.17,1.5168,676,0,0,6,7,0,1,0,restaurant,FR,desktop,0
59.96,32.73,1.8321,1887,0,2,12,8,0,0,0,grocery,US,tablet,0
136.48,87.97,1.5514,115,0,0,3,17,0,1,0,electronics,UK,desktop,0
350.84,53.11,6.6059,937,0,1,6,20,0,0,0,grocery,US,mobile,0
24.21,86.15,0.281,5,0,1,5,12,0,0,0,restaurant,US,mobile,0
82.75,102.83,0.8048,623,0,1,8,21,0,0,0,financial,US,tablet,0
178.13,65.83,2.7058,339,1,4,7,10,0,0,0,casino,US,desktop,0
56.2,141.36,0.3976,156,0,0,4,21,0,0,1,food_delivery,US,pos,0
19.15,68.31,0.2803,515,0,0,6,11,0,1,0,restaurant,CA,mobile,0
313.55,53.15,5.8997,8,0,0,6,13,0,0,1,travel,US,desktop,0
87.99,49.84,1.7653,34,0,0,5,7,0,1,1,travel,IN,mobile,0
186.01,41.65,4.466,165,2,2,6,15,0,1,0,restaurant,AE,mobile,0
330.68,45.58,7.255,371,1,3,7,22,1,0,0,electronics,US,mobile,1
13.94,34.95,0.3987,21,0,1,9,10,0,1,0,grocery,UK,mobile,0
67.17,62.29,1.0784,46,0,0,8,18,0,1,0,restaurant,FR,desktop,0
73.49,82.86,0.8869,96,0,1,5,22,1,0,0,fashion,US,tablet,0
84.26,41.13,2.0484,895,0,1,6,17,0,0,0,grocery,US,pos,0
78.34,129.83,0.6034,830,0,3,11,15,0,1,0,grocery,BR,desktop,0
252.59,216.71,1.1655,40,0,0,8,23,1,0,0,digital,US,tablet,0
23.4,40.28,0.5811,311,0,0,6,8,0,0,1,casino,US,tablet,0
95.73,164.21,0.583,116,1,2,5,0,1,1,0,fashion,IN,mobile,0
7.93,77.83,0.1019,449,0,0,4,15,0,0,0,digital,US,mobile,0
32.86,88.7,0.3705,244,0,1,5,9,0,1,0,casino,AU,tablet,0
209.91,15.1,13.8972,511,0,4,8,17,0,1,0,grocery,AU,desktop,0
69.2,39.3,1.7608,625,0,2,4,0,1,1,1,fuel,AU,desktop,0
17.13,47.51,0.3606,1485,0,1,3,9,0,0,0,restaurant,US,desktop,0
17.62,16.26,1.0837,1817,0,0,11,18,0,1,1,grocery,AE,mobile,0
68.34,50.78,1.3458,88,2,1,4,22,1,1,0,food_delivery,DE,mobile,0
187.1,91.31,2.0491,270,0,1,4,11,0,1,0,fuel,UK,mobile,0
18.01,40.5,0.4446,25,0,1,2,8,0,1,0,fuel,DE,desktop,0
190.43,89.89,2.1185,392,1,2,10,15,0,1,0,grocery,FR,mobile,0
68.98,44.93,1.5354,323,0,1,3,9,0,1,0,grocery,IN,mobile,0
10.25,130.88,0.0783,763,0,1,5,18,0,1,0,financial,UK,mobile,0
56.52,43.01,1.3142,413,0,1,5,5,1,1,0,grocery,UK,desktop,0
71.5,154.27,0.4635,125,0,0,6,8,0,0,0,restaurant,US,mobile,0
41.47,68.27,0.6074,1089,0,0,7,16,0,0,0,restaurant,US,desktop,0
122.09,71.76,1.7013,378,0,3,6,8,0,1,0,fuel,IN,desktop,0
112.22,51.03,2.1989,493,0,1,5,9,0,1,0,fashion,IN,desktop,0
65.67,85.42,0.7688,665,0,1,5,17,0,1,1,fuel,DE,tablet,0
29.4,29.93,0.9825,141,0,1,5,14,0,1,0,grocery,FR,mobile,0
105.81,57.34,1.8452,259,0,1,9,10,0,1,0,restaurant,UK,mobile,0
48.69,58.3,0.8352,521,0,1,8,5,1,0,0,digital,US,mobile,0
81.56,60.21,1.3546,709,2,1,1,18,0,1,0,electronics,UK,mobile,0
159.23,45.16,3.5259,29,0,1,9,19,0,0,1,electronics,US,mobile,0
71.51,44.7,1.5997,279,0,1,10,5,1,1,0,travel,BR,tablet,0
98.13,50.77,1.9328,40,0,1,5,6,0,1,0,food_delivery,IN,pos,0
185.92,48.72,3.8163,69,0,0,5,11,0,1,0,grocery,CA,mobile,0
181.68,66.59,2.7283,564,0,2,5,9,0,0,0,restaurant,US,pos,0
52.36,197.79,0.2647,92,0,3,7,22,1,1,0,fashion,DE,mobile,0
27.8,54.37,0.5113,416,0,1,9,20,0,1,0,restaurant,IN,mobile,0
38.57,98.3,0.3923,81,0,2,8,12,0,0,0,digital,US,desktop,0
179.41,70.94,2.5289,432,0,1,5,19,0,1,0,fuel,IN,mobile,0
124.26,319.62,0.3888,419,0,1,4,10,0,0,0,food_delivery,US,desktop,0
213.4,115.6,1.8461,801,0,3,6,22,1,0,1,digital,US,tablet,0
95.7,100.74,0.95,288,0,4,8,9,0,1,0,fuel,IN,desktop,0
98.07,55.47,1.7681,694,0,2,7,20,0,0,0,financial,US,tablet,0
41.92,101.59,0.4127,74,0,2,5,13,0,0,0,fashion,US,mobile,0
18.03,69.91,0.2578,10,0,4,13,10,0,0,0,digital,US,mobile,0
8.48,74.63,0.1136,23,1,0,6,18,0,0,0,restaurant,US,desktop,0
41.79,185.8,0.2249,74,0,0,8,0,1,0,0,fuel,US,pos,0
29.98,50.62,0.5922,139,1,2,6,21,0,0,0,fashion,US,desktop,0
34.34,106.63,0.322,152,1,1,6,14,0,1,0,grocery,UK,desktop,0
650.43,27.67,23.5048,312,0,1,9,16,0,1,0,restaurant,IN,tablet,0
34.7,95.49,0.3634,454,0,1,9,10,0,0,0,financial,US,desktop,0
16.66,79.66,0.2091,999,0,2,4,20,0,1,0,electronics,UK,desktop,0
37.76,78.4,0.4816,567,0,2,8,9,0,0,0,grocery,US,tablet,0
155.62,98.97,1.5725,450,0,1,7,8,0,0,0,restaurant,US,mobile,0
204.41,147.63,1.3846,817,1,0,2,20,0,1,0,grocery,UK,desktop,0
13.24,59.87,0.2211,434,0,2,9,22,1,1,0,grocery,UK,tablet,0
31.52,60.6,0.5201,45,1,0,3,18,0,0,0,financial,US,mobile,0
30.74,76.62,0.4011,200,0,1,4,8,0,0,0,fuel,US,tablet,0
155.79,43.43,3.5871,229,0,0,3,6,0,1,0,restaurant,IN,desktop,0
26.79,71.26,0.376,153,0,1,4,20,0,1,0,fashion,IN,mobile,0
28.07,56.43,0.4975,29,0,0,5,11,0,1,0,grocery,DE,desktop,0
40.69,109.88,0.3703,151,0,3,6,19,0,1,0,restaurant,FR,mobile,0
92.11,64.46,1.4291,1003,1,0,9,15,0,0,0,travel,US,mobile,0
16.9,55.98,0.3019,25,0,1,7,12,0,1,0,electronics,FR,desktop,0
20.18,71.65,0.2817,48,0,5,5,16,0,1,0,casino,AU,mobile,0
80.23,26.67,3.0085,310,0,2,10,14,0,1,0,electronics,CA,desktop,1
20.41,40.81,0.5002,346,0,2,3,20,0,0,0,fuel,US,mobile,0
980.03,125.08,7.8349,134,0,1,7,9,0,1,0,food_delivery,CA,mobile,0
25.88,22.87,1.1317,4,0,1,8,0,1,0,0,financial,US,desktop,0
106.2,79.87,1.3296,21,0,1,7,0,1,0,0,travel,US,desktop,0
127.79,102.79,1.2432,59,0,1,2,20,0,0,0,casino,US,mobile,0
54.29,48.32,1.1236,438,0,1,3,18,0,0,0,food_delivery,US,mobile,0
31.73,68.68,0.4621,512,0,1,7,0,1,0,0,digital,US,mobile,0
154.99,39.8,3.894,1108,1,0,2,20,0,0,1,grocery,US,mobile,0
126.14,80.09,1.5749,176,0,3,4,19,0,1,0,food_delivery,UK,tablet,0
83.94,44.0,1.9075,121,0,2,9,12,0,1,0,fuel,UK,tablet,0
53.16,64.32,0.8264,306,0,0,6,12,0,1,0,fashion,UK,mobile,0
132.99,63.82,2.0837,56,0,2,5,0,1,1,1,electronics,IN,mobile,0
67.31,102.33,0.6578,268,1,0,9,22,1,0,0,casino,US,mobile,0
203.1,49.78,4.0799,206,1,0,8,11,0,1,0,casino,UK,mobile,0
292.12,76.9,3.799,37,0,2,5,22,1,1,0,restaurant,UK,tablet,0
219.39,29.93,7.3298,820,0,0,8,19,0,0,0,food_delivery,US,desktop,0
54.7,27.94,1.9579,172,1,0,6,17,0,1,0,food_delivery,AE,mobile,0
292.07,44.9,6.5048,1648,0,3,7,8,0,1,0,restaurant,IN,mobile,0
133.9,52.39,2.556,401,0,2,8,17,0,1,0,grocery,UK,mobile,0
32.92,83.76,0.393,684,0,0,4,8,0,1,0,grocery,IN,mobile,0
27.42,28.14,0.9745,162,0,0,7,8,0,1,0,food_delivery,DE,mobile,0
88.6,79.91,1.1087,623,0,1,9,20,0,1,0,fuel,UK,mobile,0
140.04,84.57,1.656,64,0,0,4,0,1,1,0,casino,BR,mobile,0
17.91,15.9,1.1266,460,0,1,7,14,0,0,0,fuel,US,mobile,0
546.57,39.29,13.91,44,0,2,4,10,0,0,0,casino,US,mobile,0
23.07,35.07,0.6578,117,0,1,8,10,0,0,0,restaurant,US,mobile,0
53.49,28.35,1.8867,473,0,1,8,9,0,1,0,food_delivery,AE,pos,0
45.77,22.3,2.0522,288,0,0,3,15,0,0,1,grocery,US,desktop,0
44.16,158.72,0.2782,26,0,1,6,11,0,0,0,fashion,US,desktop,0
87.31,37.75,2.3126,686,0,0,6,9,0,0,0,food_delivery,US,mobile,0
50.1,48.89,1.0248,134,0,0,6,12,0,1,0,financial,IN,mobile,0
137.8,76.64,1.798,489,0,2,7,15,0,1,0,digital,CA,mobile,0
40.25,46.33,0.8688,750,0,0,8,17,0,1,0,grocery,DE,mobile,0
96.57,68.44,1.4111,19,1,1,3,7,0,0,0,restaurant,US,mobile,0
59.02,101.45,0.5817,291,0,2,10,5,1,1,0,grocery,BR,desktop,0
65.26,23.48,2.7789,85,0,1,6,21,0,1,0,grocery,SG,mobile,0
107.78,23.23,4.6392,49,0,2,6,10,0,1,1,travel,DE,desktop,1
36.3,63.72,0.5697,33,0,1,4,12,0,1,0,travel,UK,mobile,0
41.38,24.05,1.7208,385,0,1,7,21,0,1,0,food_delivery,DE,mobile,0
179.68,40.64,4.4208,892,0,1,8,16,0,1,0,digital,FR,desktop,0
54.29,31.99,1.6972,512,0,3,4,22,1,1,0,food_delivery,AU,desktop,0
45.73,49.22,0.9292,744,0,0,7,20,0,1,1,food_delivery,UK,pos,0
90.61,35.88,2.5255,159,0,2,7,14,0,1,0,grocery,IN,mobile,0
58.21,56.8,1.0248,82,0,1,6,19,0,0,0,restaurant,US,mobile,0
40.31,13.82,2.9158,34,0,2,6,7,0,0,0,electronics,US,desktop,0
70.89,43.8,1.6182,102,0,2,11,12,0,0,0,digital,US,mobile,0
183.1,40.52,4.5185,199,0,2,3,13,0,1,1,grocery,DE,mobile,0
39.87,54.69,0.729,934,2,0,13,7,0,1,0,fuel,AE,tablet,0
50.29,24.78,2.0299,386,0,0,3,14,0,0,0,travel,US,mobile,0
84.36,42.25,1.9968,400,0,0,4,22,1,1,0,grocery,IN,desktop,0
104.61,21.01,4.9786,990,0,2,7,8,0,1,0,restaurant,DE,mobile,0
74.14,133.49,0.5554,11,0,1,5,16,0,0,0,financial,US,tablet,0
63.85,45.24,1.4114,449,0,1,7,17,0,1,0,travel,IN,tablet,0
77.04,46.37,1.6612,489,1,0,5,17,0,1,0,restaurant,BR,desktop,0
38.53,72.91,0.5285,249,0,1,5,8,0,0,0,digital,US,mobile,0
75.29,73.12,1.0298,230,1,3,6,5,1,1,0,restaurant,UK,desktop,0
46.39,86.89,0.5339,93,0,1,3,14,0,1,0,digital,UK,mobile,0
94.65,87.14,1.0862,580,0,0,6,9,0,1,0,restaurant,DE,tablet,0
158.67,85.53,1.8551,447,0,1,7,0,1,0,0,fashion,US,tablet,0
28.27,44.68,0.6328,563,0,1,4,9,0,0,0,restaurant,US,desktop,0
96.17,14.21,6.766,240,0,0,9,13,0,0,0,restaurant,US,desktop,0
84.7,159.16,0.5322,1309,0,1,1,14,0,1,0,financial,IN,mobile,0
51.82,115.4,0.449,116,0,4,3,12,0,0,0,grocery,US,mobile,0
